Charles Leclerc
0.01023,0,0,3505,90
0.01023,1,0,4305,90
0.01023,2,0,3505,90
0.01023,3,0,3805,90
0.01023,4,0,4305,90
0.01023,5,0,3805,90
0.01023,6,0,4305,90
0.01023,7,0,3805,90
0.01023,8,0,4305,90
0.01023,9,0,4305,90
0.01023,10,0,3505,90
0.01023,11,0,4305,90
0.01023,12,0,4305,90
0.01023,13,0,4305,90
0.01023,14,0,4305,90
0.01023,15,0,4305,90
0.01023,16,0,3505,90
0.01023,17,0,4305,90
0.01023,18,0,3805,90
0.01023,19,0,4305,88
0.02042,0,0,3507,90
0.02042,1,0,4307,90
0.02042,2,0,3507,90
0.02042,3,0,3807,90
0.02042,4,0,4307,90
0.02042,5,0,3807,90
0.02042,6,0,4307,90
0.02042,7,0,3807,90
0.02042,8,0,4307,90
0.02042,9,0,4307,90
0.02042,10,0,3507,90
0.02042,11,0,4307,90
0.02042,12,0,4307,90
0.02042,13,0,4307,90
0.02042,14,0,4307,90
0.02042,15,0,4307,90
0.02042,16,0,3507,90
0.02042,17,0,4307,90
0.02042,18,0,3807,90
0.02042,19,0,4307,88
0.07156,0,0,3515,90
0.07156,1,0,4315,90
0.07156,2,0,3515,90
0.07156,3,0,3815,90
0.07156,4,0,4315,90
0.07156,5,0,3815,90
0.07156,6,0,4315,90
0.07156,7,0,3815,90
0.07156,8,0,4315,90
0.07156,9,0,4315,90
0.07156,10,0,3515,90
0.07156,11,0,4315,90
0.07156,12,0,4315,90
0.07156,13,0,4315,90
0.07156,14,0,4315,90
0.07156,15,0,4315,90
0.07156,16,0,3515,90
0.07156,17,0,4315,90
0.07156,18,0,3815,90
0.07156,19,0,4315,88
0.12337,0,0,3518,90
0.12337,1,0,4318,90
0.12337,2,0,3518,90
0.12337,3,0,3818,90
0.12337,4,0,4318,90
0.12337,5,0,3818,90
0.12337,6,0,4318,90
0.12337,7,0,3818,90
0.12337,8,0,4318,90
0.12337,9,0,4318,90
0.12337,10,0,3518,90
0.12337,11,0,4318,90
0.12337,12,0,4318,90
0.12337,13,0,4318,90
0.12337,14,0,4318,90
0.12337,15,0,4318,90
0.12337,16,0,3518,90
0.12337,17,0,4318,90
0.12337,18,0,3818,90
0.12337,19,0,4318,88
0.17504,0,0,3517,90
0.17504,1,0,4317,90
0.17504,2,0,3517,90
0.17504,3,0,3817,90
0.17504,4,0,4317,90
0.17504,5,0,3817,90
0.17504,6,0,4317,90
0.17504,7,0,3817,90
0.17504,8,0,4317,90
0.17504,9,0,4317,90
0.17504,10,0,3517,90
0.17504,11,0,4317,90
0.17504,12,0,4317,90
0.17504,13,0,4317,90
0.17504,14,0,4317,90
0.17504,15,0,4317,90
0.17504,16,0,3517,90
0.17504,17,0,4317,90
0.17504,18,0,3817,90
0.17504,19,0,4317,88
0.22623,0,0,3511,90
0.22623,1,0,4311,90
0.22623,2,0,3511,90
0.22623,3,0,3811,90
0.22623,4,0,4311,90
0.22623,5,0,3811,90
0.22623,6,0,4311,90
0.22623,7,0,3811,90
0.22623,8,0,4311,90
0.22623,9,0,4311,90
0.22623,10,0,3511,90
0.22623,11,0,4311,90
0.22623,12,0,4311,90
0.22623,13,0,4311,90
0.22623,14,0,4311,90
0.22623,15,0,4311,90
0.22623,16,0,3511,90
0.22623,17,0,4311,90
0.22623,18,0,3811,90
0.22623,19,0,4311,88
0.27752,0,0,3503,90
0.27752,1,0,4303,90
0.27752,2,0,3503,90
0.27752,3,0,3803,90
0.27752,4,0,4303,90
0.27752,5,0,3803,90
0.27752,6,0,4303,90
0.27752,7,0,3803,90
0.27752,8,0,4303,90
0.27752,9,0,4303,90
0.27752,10,0,3503,90
0.27752,11,0,4303,90
0.27752,12,0,4303,90
0.27752,13,0,4303,90
0.27752,14,0,4303,90
0.27752,15,0,4303,90
0.27752,16,0,3503,90
0.27752,17,0,4303,90
0.27752,18,0,3803,90
0.27752,19,0,4303,88
0.32879,0,0,3493,90
0.32879,1,0,4293,90
0.32879,2,0,3493,90
0.32879,3,0,3793,90
0.32879,4,0,4293,90
0.32879,5,0,3793,90
0.32879,6,0,4293,90
0.32879,7,0,3793,90
0.32879,8,0,4293,90
0.32879,9,0,4293,90
0.32879,10,0,3493,90
0.32879,11,0,4293,90
0.32879,12,0,4293,90
0.32879,13,0,4293,90
0.32879,14,0,4293,90
0.32879,15,0,4293,90
0.32879,16,0,3493,90
0.32879,17,0,4293,90
0.32879,18,0,3793,90
0.32879,19,0,4293,88
0.38032,0,0,3485,90
0.38032,1,0,4285,90
0.38032,2,0,3485,90
0.38032,3,0,3785,90
0.38032,4,0,4285,90
0.38032,5,0,3785,90
0.38032,6,0,4285,90
0.38032,7,0,3785,90
0.38032,8,0,4285,90
0.38032,9,0,4285,90
0.38032,10,0,3485,90
0.38032,11,0,4285,90
0.38032,12,0,4285,90
0.38032,13,0,4285,90
0.38032,14,0,4285,90
0.38032,15,0,4285,90
0.38032,16,0,3485,90
0.38032,17,0,4285,90
0.38032,18,0,3785,90
0.38032,19,0,4285,88
0.43201,0,0,3481,90
0.43201,1,0,4281,90
